klue-re-v1_train_31789	[OBJ-ORG] 두산 베어스 [/OBJ-ORG] [SUBJ-PER] 유희관 [/SUBJ-PER]과 키움 히어로즈 최원태가 한국시리즈 4차전 선발 맞대결을 펼친다.	per:employee_of
klue-re-v1_train_14637	연합 이스라엘 왕국의 전성기를 이루었던 [OBJ-PER] 솔로몬 [/OBJ-PER] 왕이 죽자 르호보암이 분열 전 스켐으로 갔을 때 느밧의 아들 여로보암이 이집트에서 돌아오고 북쪽의 10개 지파들이 반기를 들어 [SUBJ-PER] 여로보암 1세 [/SUBJ-PER]를 새 왕으로 이스라엘 왕국을 세웠고 남쪽의 2지파는 솔로몬 왕의 아들 르호보암을 왕으로 유다 왕국을 세워 이스라엘이 남과 북으로 갈라졌다.	no_relation
klue-re-v1_train_04473	형인 [OBJ-PER] 이준의 [/OBJ-PER](李俊儀)가 이를 제지했으나 [SUBJ-PER] 이의방 [/SUBJ-PER]은 성을 내며, “만약 형님 말씀대로 하면 일이 이루어지지 않습니다.”라고 뿌리친 후 사찰들을 불태우고 재물과 기명을 빼앗아 돌아왔다.	per:siblings
klue-re-v1_train_11595	[SUBJ-ORG] 한국남부발전 [/SUBJ-ORG](주)(사장 [OBJ-PER] 신정식 [/OBJ-PER], 이하 ‘남부발전’)이 코로나19 확진자 발생을 가정한 훈련으로 매뉴얼 점검에 나섰다.	org:top_members/employees
klue-re-v1_train_29270	[SUBJ-ORG] 중국인민지원군 [/SUBJ-ORG](中國人民志願軍)는 [OBJ-POH] 한국 전쟁 [/OBJ-POH]에 참전하여 조선민주주의인민공화국을 지원한 중화인민공화국의 군대다.	no_relation
klue-re-v1_train_29997	[SUBJ-PER] 조영래 [/SUBJ-PER] [OBJ-POH] 변호사 [/OBJ-POH]는 망원동 수재가 ‘천재’가 아니라 ‘인재’임을 입증하기 위해 3년가 토목학, 수리역학, 수문학, 콘크리트 기술 등에 관한 엄청난 양의 서적을 독파하였다.	per:title
klue-re-v1_train_14815	[SUBJ-ORG] 화순군 [/SUBJ-ORG](군수 [OBJ-PER] 구충곤 [/OBJ-PER])이 오는 3월 20일까지 여성 농어업인 행복바우처 지원 사업 신청을 받고 있다고 밝혔다.	org:top_members/employees
klue-re-v1_train_16008	[SUBJ-PER] 김영삼 [/SUBJ-PER] 대통령의 차남 [OBJ-PER] 김현철 [/OBJ-PER]의 국정 농단을 비판한 여당 중진 의원 상당수도 도청됐다.	per:children
klue-re-v1_train_10164	지난 10일 방송된 MBC '휴먼다큐 사람이 좋다'에서는 그룹 '[OBJ-PER] 소녀시대 [/OBJ-PER]'에서 홀로서기에 나선 가수 [SUBJ-PER] 티파니 영 [/SUBJ-PER](이하 티파니) 미국 활동기가 그려졌다.	per:employee_of
klue-re-v1_train_09417	[SUBJ-PER] 기태영 [/SUBJ-PER](奇太映, [OBJ-DAT] 1978년 12월 9일 [/OBJ-DAT] ~)은 대한민국의 배우이다.	per:date_of_birth
klue-re-v1_train_08038	수인산업도로는 이후 1973년 건설부가 발표한 국도완전포장계획으로 [OBJ-ORG] ADB [/OBJ-ORG]([SUBJ-ORG] 아시아개발은행 [/SUBJ-ORG])에서 들여온 3천만달러의 차관으로 인천 ~ 수원 구간을 포장하는 계획이 수립한 데서 기인한다.	org:alternate_names
klue-re-v1_train_11248	[SUBJ-PER] 곽상도 [/SUBJ-PER] [OBJ-ORG] 자유한국당 [/OBJ-ORG] 의원실이 입수한 서울중앙지법 결정문에 따르면, 이씨는 취업 심사 대상자가 퇴직일로부터 3년 안에 재취업할 경우 관할 공직자윤리위원회에 신고하게 돼 있는 공직자윤리법(제18조)을 어긴 채, 신고 없이 퇴직 22개월 만에 SM삼환 대표로 재취업해 지난 10월 과태료 처분을 받았다는 것이었다.	per:employee_of
klue-re-v1_train_08620	투자유치설명회는 작년 10월 [SUBJ-ORG] 스위스 [/SUBJ-ORG]무역투자청과 대한무역투자진흥공사(KOTRA) [OBJ-LOC] 취리히 [/OBJ-LOC] 무역관과의 스위스 바이오 기업 관계자를 대상으로 한 투자유치설명회 공동 개최를 한 인연으로, 올해에도 한국진출에 관심이 많은 스위스 소비재·기계류 기업을 대상으로 투자유치설명회 개최를 제안해옴에 따라 이루어지게 되었다.	no_relation
klue-re-v1_train_09539	세 말은 훗날 위나라를 멸망의 길로 들게 하는 [OBJ-PER] 사마의 [/OBJ-PER], [SUBJ-PER] 사마사 [/SUBJ-PER], 사마소를 뜻하는 것으로 해석된다.	no_relation
klue-re-v1_train_15790	공격수 중에서는 카림 벤제마(레알 마드리드), [SUBJ-PER] 드리스 메르턴스 [/SUBJ-PER]([OBJ-ORG] 나폴리 [/OBJ-ORG]) 등이 손흥민과 같은 오버롤 87로 책정됐다.	per:employee_of
klue-re-v1_train_17348	집권당에 대한 [OBJ-ORG] 공화국연합 [/OBJ-ORG]의 첫 일격은 지스카르 데스탱의 최측근인 미셸 도르나노를 물리치고 [SUBJ-PER] 시라크 [/SUBJ-PER]가 파리의 시장에 선출된 것이었다.	per:employee_of
klue-re-v1_train_27825	로스티웨이스 혹은 로스티스로 불리는 이 《로스트》의 팬들은 국제 코믹콘이나 [OBJ-ORG] ABC [/OBJ-ORG]에서 주최한 컨벤션을 통해서 많은 팬들을 모았을 뿐만 아니라 [SUBJ-ORG] 로스트 [/SUBJ-ORG]피디아와 같은 수많은 팬 웹사이트나 관련 포럼들이 양산되었다.	no_relation
klue-re-v1_train_06368	[SUBJ-ORG] 텍사스 [/SUBJ-ORG] A&M 대학교([OBJ-ORG] Texas [/OBJ-ORG] A&M University)는 미국 텍사스주 칼리지스테이션(College Station)에 위치한 주립 대학으로 A&M 또는 TAMU라고도 부른다.	org:alternate_names
klue-re-v1_train_01794	모로의 [OBJ-NOH] 56,000명 [/OBJ-NOH]의 강력한 군대는 64,000여 명의 [SUBJ-ORG] 오스트리아 군 [/SUBJ-ORG]-바이에른 군과 교전을 벌였다.	no_relation
klue-re-v1_train_21038	게다가 8월 28일부터 8월 30일까지 열린 KIA 타이거즈와 두산 베어스가 맞붙은 3연전 동안 잠실 야구장의 모든 입장권이 매진되었고, [SUBJ-ORG] 롯데 자이언츠 [/SUBJ-ORG]의 홈구장인 [OBJ-POH] 사직 야구장 [/OBJ-POH]은 이전 시즌 22차례 홈경기 매진 기록에 이어 17경기나 홈경기의 입장권이 매진되었다.	no_relation
klue-re-v1_train_29289	[SUBJ-PER] 마일리 사이러스 [/SUBJ-PER]는 [OBJ-DAT] 1992년 11월 23일 [/OBJ-DAT], 테네시주 내슈빌에서 컨트리 가수 빌리 레이 사이러스와 티쉬(옛 핀레이) 사이에서 태어난 딸이다.	per:date_of_birth
klue-re-v1_train_15142	[SUBJ-PER] 우젠슝 [/SUBJ-PER](1912년 5월 31일 ~ 1997년 2월 16일)은 [OBJ-POH] 핵물리학 [/OBJ-POH] 분야에 지대한 업적을 남긴 중국계 미국인 실험물리학자이다.	no_relation
klue-re-v1_train_15970	그러나 [SUBJ-PER] 이스마일 2세 [/SUBJ-PER]는 , [OBJ-PER] 카즈빈 [/OBJ-PER]의 궁성에서 아편 중독으로 사망하였다.	per:place_of_death
klue-re-v1_train_06679	[OBJ-ORG] 신세계백화점 [/OBJ-ORG], [SUBJ-ORG] 현대시티아울렛 [/SUBJ-ORG] 등 대규모 쇼핑시설이 인근에 있고 대구를 대표하는 주거지역인 수성구와 맞닿아 수성생활권을 공유한다.	no_relation
klue-re-v1_train_32245	[SUBJ-PER] 보즈 오브 캐나다 [/SUBJ-PER](Boards of Canada)는 [OBJ-LOC] 스코틀랜드 [/OBJ-LOC]의 일렉트로닉 음악 듀오로서, 마이크 샌디슨(1970년 6월 1일생)과 마커스 오웬 샌디슨 (1971년 7월 21일생)형제로 구성되어 있다.	per:origin
klue-re-v1_train_30509	[OBJ-PER] 트레이 파커 [/OBJ-PER]는 스탠을 비롯한 카트먼, [SUBJ-PER] 랜디 마시 [/SUBJ-PER], 그랜파 마시(Grampa Marsh), 빅 게이 알(노래할 때 목소리), 알폰스 메피스토 박사, 미스터 게리슨, 미스터 행키, 미스터 맥키, 촉손딕 여사(Ms. Choksondik), 필립, 티미, 지미, 사탄, 바브래디 경관과 그밖에 많은 인물의 목소리를 냈다.	no_relation
klue-re-v1_train_31668	17세기~18세기에 걸쳐 여러 명의 수학자와 과학자를 배출한 베르누이 가문 출신으로 그의 큰형 야코프 베르누이를 비롯해 아들 니콜라우스 베르누이 1세, 니콜라우스 베르누이 2세, [SUBJ-PER] 다니엘 베르누이 [/SUBJ-PER], [OBJ-PER] 요한 베르누이 [/OBJ-PER] 2세 등이 모두 수학자였다.	per:siblings
klue-re-v1_train_19876	2017년 일본 삿포로 동계 아시안 게임 [OBJ-POH] 쇼트트랙 [/OBJ-POH] 여자 500m 결승에서 막판 1위로 들어오며 금메달을 눈앞에 두었지만 판커신이 [SUBJ-PER] 심석희 [/SUBJ-PER]의 무릎을 잡는바람에 휘청거리면서 3위로 들어와 동메달이라도 눈앞에 두었지만 판커신과 함께 공동 실격당하였다.	no_relation
klue-re-v1_train_31898	2012년 3월 31일, 그는 오사수나와의 경기에서 자신의 100번째 레알 마드리드 골을 기록했고, 한 골 더 넣어 [OBJ-ORG] 라리가 [/OBJ-ORG] 2011-12 시즌에 [SUBJ-ORG] 레알 마드리드 [/SUBJ-ORG]가 넣은 100호골의 주인공도 되었다.	no_relation
klue-re-v1_train_28614	[SUBJ-ORG] 경남대학교 [/SUBJ-ORG](총장 [OBJ-PER] 박재규 [/OBJ-PER]) 사회학과 김동완 교수가 최근 경제지리학과 도시학 분야에서 세계적인 권위를 자랑하는 학술지 ‘Environment and Planning’의 '2019 Ashby Prize'를 수상했다.	org:top_members/employees
klue-re-v1_train_04199	1930년대 후반 [OBJ-LOC] 마닐라 [/OBJ-LOC] 시 근교에 있는 [SUBJ-ORG] 필리핀 [/SUBJ-ORG]대학교에 진학해 법률을 전공했다.	org:place_of_headquarters
klue-re-v1_train_18491	[SUBJ-ORG] 센트럴 리그 [/SUBJ-ORG]와 퍼시픽 리그라는 양대 리그가 출범한 [OBJ-DAT] 1950년 [/OBJ-DAT]에 마이니치 오리온스라는 이름으로 창단하여 1992년에 현재의 구단 이름으로 변경하면서, 현재의 구단주는 신동빈이 구단주 직책으로 전권을 행사하고 있다.	org:founded
klue-re-v1_train_08776	[SUBJ-PER] 자비르 이븐 하이얀 [/SUBJ-PER]은 8세기에 [OBJ-LOC] 이슬람 [/OBJ-LOC]에서 매우 유명한 연금술사였다.	per:origin
klue-re-v1_train_06457	[SUBJ-ORG] 한나라당 [/SUBJ-ORG]의 일자리창출특별위원회 위원장과 [OBJ-ORG] 여의도연구소 [/OBJ-ORG] 소장 등을 역임했다.	no_relation
klue-re-v1_train_26947	조선인민공화국의 실패를 소수특권계급을 위한 우경투항주의 주장을 묵살하였고 박헌영의 '[SUBJ-ORG] 조선인민공화국 [/SUBJ-ORG]' 내각의 실패는 당연하다는 북측의 주장 역시 설득력이 떨어지며 인공 내각의 실패는 1945년 10월 미군정 주둔 이후, 미군정과 하지 사령관은 미군정만이 [OBJ-LOC] 한반도 [/OBJ-LOC]의 유일한 합법정부라는 포고를 하면서 인공 내각을 부정하였고, 인공 내각의 견제를 위해 상하이 임시정부에 우호적인 태도와 정부 호칭 사용을 허락하는 등의 견제정책을 취함으로 자연스럽게 몰락하였다.	no_relation
klue-re-v1_train_24996	그는 “[SUBJ-ORG] 엔씨소프트 [/SUBJ-ORG]의 향후 주가흐름은 투자심리 개선을 바탕으로 양호할 전망”이라며 “‘리니지1’ ‘리니지M’의 견조한 실적 유지에 ‘[OBJ-POH] 리니지2 [/OBJ-POH]’ 매출도 증가하고 있으며 4분기 ‘리니지2M’ ‘블레이드앤소울S’ 출시까지 펀더멘털 개선이 지속될 전망”이라고 분석했다.	org:product
klue-re-v1_train_01609	경찰은 범인의 스마트폰에서 보안 메신저인 텔레그램을 통해 [OBJ-ORG] 더불어민주당 [/OBJ-ORG] [SUBJ-PER] 김경수 [/SUBJ-PER] 의원과 수백건의 메시지를 주고받은 사실을 확인했다.	per:employee_of
klue-re-v1_train_28205	안토니오 아단 가리도([OBJ-DAT] 1987 [/OBJ-DAT]년 5월 13일, 마드리드 지방 마드리드 ~)는 스페인의 프로 축구 선수로, [SUBJ-ORG] 스포르팅 CP [/SUBJ-ORG]에서 골키퍼로 활약하고 있다.	no_relation
klue-re-v1_train_17141	[SUBJ-PER] 클로도베쿠스 1세 [/SUBJ-PER](446년, 투르 네, 벨기에 ~ [OBJ-DAT] 511년 11월 27일 [/OBJ-DAT], 파리, 프랑스)는 프랑크인의 군주로 살리 프랑크인의 부족장이었다.	per:date_of_death
klue-re-v1_train_01401	이 드라마 주연 배우 중 여배우는 [SUBJ-PER] 오연서 [/SUBJ-PER]([OBJ-PER] 오햇님 [/OBJ-PER]·32) 씨와 김슬기(27) 씨다.	per:alternate_names
klue-re-v1_train_10569	류현진(32)과 [SUBJ-PER] 김광현 [/SUBJ-PER](31)은 [OBJ-DAT] 2000년대 [/OBJ-DAT] 후반부터 2010년대 초반까지 KBO리그에서 좌완 라이벌 구도를 형성했다.	no_relation
klue-re-v1_train_17817	[OBJ-ORG] 더불어민주당 [/OBJ-ORG] [SUBJ-PER] 이상직 [/SUBJ-PER] '전주 을' 국회의원 예비후보가 두 번째 총선공약으로 ‘전주 청년창업벤처도시 조성’를 들고 나왔다.	per:employee_of
klue-re-v1_train_21046	완주군에 따르면 10일 완주군을 찾은 [SUBJ-ORG] 우석대학교 [/SUBJ-ORG] [OBJ-PER] 남천현 [/OBJ-PER] 총장 일행은 우석대 부속 한방병원에서 제조한 1000만원 상당의 녹용대보단 400상자를 기탁했다.	org:top_members/employees
klue-re-v1_train_10732	한편, 두루미에 의해 지휘자로 연락 받았던 유명한 마에스트로 강건우([OBJ-PER] 김명민 [/OBJ-PER] 분, 트럼펫 연주자 강건우와 동명이인, 이하 [SUBJ-PER] 강마에 [/SUBJ-PER])는 귀국하여 이 급조된 오케스트라 단원들에게 실력만 따지며 독설을 날리고 단원들을 대표하는 두루미와 강건우는 매번 충돌하게 된다.	per:alternate_names
klue-re-v1_train_11204	[SUBJ-PER] 김경진 [/SUBJ-PER](金慶珍, 1920년 9월 8일 ~ 1952년 10월 11일)은 [OBJ-LOC] 대한민국 [/OBJ-LOC]의 육군 장교이다.	per:origin
klue-re-v1_train_22377	이후 무역회사에서 일하던 [SUBJ-PER] 고두심 [/SUBJ-PER]은 우여곡절 끝에 1972년 21세의 나이로 [OBJ-ORG] MBC 5기 공채 탤런트 [/OBJ-ORG]에 합격하면서 데뷔하게 되었다.	per:title
klue-re-v1_train_02618	타이틀곡인 〈좋은 날〉은 〈잔소리〉의 작곡가 이민수, [OBJ-POH] 작사가 [/OBJ-POH] [SUBJ-PER] 김이나 [/SUBJ-PER]가 다시 한번 뭉쳐 작업한 곡으로써 경쾌한 멜로디와 스트링 편성, 펑키한 리듬 중심의 웅장하면서도 다이나믹한 사운드를 기본으로 전개하면서 바이올린, 브라스, 기타, 오르간 솔로가 아이유와 주고받는 형식으로 연주되는 독특한 구성이 돋보이는 곡이다.	per:title
klue-re-v1_train_32129	[SUBJ-PER] 김형직 [/SUBJ-PER](金亨稷, 1894년 7월 10일 ~ [OBJ-DAT] 1926년 6월 5일 [/OBJ-DAT])은 김일성의 아버지로, 독립운동가였다.	per:date_of_death
klue-re-v1_train_26359	포럼에 참석한 민중당 [SUBJ-PER] 김종훈 [/SUBJ-PER]의원([OBJ-LOC] 울산 동구 [/OBJ-LOC]), 송병기 경제부시장은 축사를 통해 혁신도시 공공기관이 지역의 사회문제를 해결하는데 앞장서 힘을 모은 것에 감사하며 앞으로도 지역사회와 함께하는 공공기관으로서 지역사회와의 상생에 선도적 역할을 해줄 것을 당부했다.	per:employee_of
klue-re-v1_train_29748	[SUBJ-PER] 송재림 [/SUBJ-PER]은 서울특별시 관악구 [OBJ-LOC] 신림6동 [/OBJ-LOC](現 서울특별시 관악구 삼성동)에서 1남 1녀 중 장남으로 태어났다.	per:place_of_birth
klue-re-v1_train_11038	[OBJ-POH] 방송인 [/OBJ-POH] [SUBJ-PER] 장위안 [/SUBJ-PER]이 한 악플러에게 일침을 가했다.	per:title
klue-re-v1_train_13100	그럼에도 불구하고 두 부대는 공격을 멈추지 않았으며, [SUBJ-PER] 요아힘 파이퍼 [/SUBJ-PER]의 [OBJ-ORG] 파이퍼 전투단 [/OBJ-ORG]이 도착하자 이들 3개 전투단은 소련 수비군을 전멸시키는 데 성공했다.	per:employee_of
klue-re-v1_train_29043	이 대표는 “광우병 쇠고기 파동에서 시위대 반대편에 서고, 용산 참사 유족 분들의 가슴에 상처를 입히고, [SUBJ-PER] 노무현 [/SUBJ-PER] 전 대통령의 아들 [OBJ-PER] 노건호 [/OBJ-PER] 씨를 취재했다. 나이 서른에, 메이저 언론사로는 아마도 처음으로 애 엄마 수습기자로 들어가, 조직에 충성하고 선배들의 사랑을 받고자, 제 손에 여러 번 피를 묻혔다. 죄송하다”고 사과했다.	per:children
klue-re-v1_train_04784	[SUBJ-ORG] 오뚜기 [/SUBJ-ORG](대표이사 [OBJ-PER] 이강훈 [/OBJ-PER])가 가볍고 간편하게 즐길 수 있는 ‘컵누들 쌀국수’ 3종을 출시했다고 24일 밝혔다.	org:top_members/employees
klue-re-v1_train_03424	도는 [OBJ-ORG] 경기도 [/OBJ-ORG]의료원 124개, [SUBJ-ORG] 성남시 [/SUBJ-ORG]의료원 13개까지 음압격리병상을 확대해 총 161개의 음압격리병상 확보하도록 준비 중이다.	no_relation
klue-re-v1_train_27120	특히 2017-18시즌 [SUBJ-ORG] FK리그 [/SUBJ-ORG] 최초로 [OBJ-POH] AFC 풋살 클럽 챔피언십 [/OBJ-POH]에 FK리그 우승팀 자격으로 참가하였다.	no_relation
klue-re-v1_train_17609	[SUBJ-PER] 최지연 [/SUBJ-PER]은 1975년 8월 9일 서울에서 [OBJ-NOH] 2녀 중 둘째 [/OBJ-NOH]로 태어났다.	no_relation
klue-re-v1_train_19200	프랑스 프로축구 최상위리그인 [OBJ-ORG] 리그 1 [/OBJ-ORG] 소속의 [SUBJ-ORG] 파리 생제르맹 FC [/SUBJ-ORG]가 있으며 파르크 데 프랭스를 홈구장으로 두고 있다.	org:member_of
klue-re-v1_train_22113	지난달 동원F&B가 공개한 새 동원참치 CF에서는 배우 조정석 씨와 그룹 [OBJ-ORG] 에이핑크 [/OBJ-ORG] [SUBJ-PER] 손나은 [/SUBJ-PER] 씨가 모델로 등장해 새 CM을 부르며 춤춘다.	per:employee_of
klue-re-v1_train_27113	소련은 소련의 지배 아래 있던 부라야트 소비에트 사회주의 자치 공화국(현 부라야트 공화국)의 기갑부대 군사 [OBJ-NOH] 1,500여 명 [/OBJ-NOH]을 파견했으며, 전쟁 초 서울에 나타난 [SUBJ-ORG] 조선인민군 [/SUBJ-ORG] 탱크는 모두 이들이 조종했다는 설도 소련의 주도를 뒷받침하고 있다.	no_relation
klue-re-v1_train_18887	[OBJ-DAT] 1991 [/OBJ-DAT]년부터 2009년까지 [SUBJ-ORG] 캔자스시티 치프스 [/SUBJ-ORG]가 여름 훈련 캠프로 매년 위스콘신 대학교 리버폴스의 운동 시설을 썼었다.	no_relation
klue-re-v1_train_16194	2001년엔 엠폴리에 둥지를 틀고 팀의 세리에 A 승격에 기여하였으며 [OBJ-POH] 세리에 A [/OBJ-POH]로 올라온 이후엔 [SUBJ-ORG] 유벤투스 [/SUBJ-ORG]와의 경기에서 해트트릭을 기록하는 등 놀라운 활약을 펼쳐 이탈리아 내 강팀들의 이목을 끌었다.	org:member_of
klue-re-v1_train_19039	이 리스트에는 유니클로, [OBJ-ORG] 토요타 [/OBJ-ORG], [SUBJ-ORG] 렉서스 [/SUBJ-ORG], 혼다, 소니, 캐논, ABC마트, 데상트 등 다양한 브랜드가 언급됐다.	no_relation
klue-re-v1_train_29085	또한 이 싱글에 수록 된 두 곡은 "우리 사랑하지 말아요"와 [SUBJ-ORG] GD&TOP [/SUBJ-ORG]이 지난 [OBJ-DAT] 2010년 [/OBJ-DAT]에 이어 5년만에 발표하는 유닛 신곡 "쩔어"가 수록 되었다.	no_relation
klue-re-v1_train_02105	[SUBJ-PER] 황주홍 [/SUBJ-PER] 의원(농해수 위원장, [OBJ-ORG] 민생당 [/OBJ-ORG], 고흥·보성·장흥·강진)은 임업인들의 숙원이었던 산림청 사업 보조율을 농식품부 사업과 똑같게 50%로 상향시켜 올해부터 시행되고 있다고 밝혔다.	per:employee_of
klue-re-v1_train_02586	[SUBJ-PER] 선데이 [/SUBJ-PER]는 "나는 노래 부르고 춤추고 연기하는 게 좋아 13살에 [OBJ-ORG] SM엔터테인먼트 [/OBJ-ORG]에 들어갔다"며 "결국 17살에 데뷔를 했고 이제 한국 나이로 33살이 된 나름 오래된 원로 가수"라고 말문을 열었다.	per:employee_of
klue-re-v1_train_08278	훗날 '아주 교활한 그리스인'이라고 불릴 정도의 책략가로, 니케아 제국의 [SUBJ-PER] 테오도루스 2세 [/SUBJ-PER] 황제의 뒤를 이은 어린 [OBJ-PER] 요한네스 4세 [/OBJ-PER] 황제의 섭정을 맡아 보다가 제위를 찬탈하였다.	no_relation
klue-re-v1_train_06244	이화순 경기도 행정2부지사와 문경희 경기도의원, 최용덕 경기도시장군수협의회 사무총장, 박생수 경기남부지방[OBJ-ORG] 경찰청 [/OBJ-ORG] 1부장, 박명춘 경기북부지방경찰청 2부장, 김덕섭 [SUBJ-ORG] 도로교통공단 [/SUBJ-ORG] 운전면허본부장, 이중재 한국교통안전공단 경기북부본부장, 최종국 대한노인회 경기도연합회 사무처장, 김성훈 손해보험협회 중부지역본부장은 29일 오전 경기도청 북부청사 상황실에서 이 같은 내용의 ‘고령운전자 운전면허 자진반납 지원사업 업무협약’을 체결했다.	no_relation
klue-re-v1_train_16092	특히 이번 'Breezeway Christmas Edition'은 [SUBJ-PER] 백예린 [/SUBJ-PER]의 새로운 독립 레이블 '[OBJ-ORG] 블루바이닐 [/OBJ-ORG]'에서 갖는 첫 번째 공연으로 라이브 무대를 기다려왔던 팬들에게 큰 기대감을 안겨주고 있다.	per:employee_of
klue-re-v1_train_08604	[SUBJ-ORG] KGC인삼공사 [/SUBJ-ORG] [OBJ-POH] 정관장 [/OBJ-POH]은 최대 명절인 추석을 앞두고 오는 26일 중구 충무로 한국의 집에서 ‘추석엔 정관장으로 마음을 주세요. 당신께만큼은 정관장’ 캠페인 행사를 진행한다.	org:members
klue-re-v1_train_04501	[OBJ-PER] 키쿠치 후마 [/OBJ-PER](1995년 3월 7일 ~)는 일본의 가수, 배우이며, 남성 아이돌 그룹 [SUBJ-ORG] Sexy Zone [/SUBJ-ORG]의 멤버이다.	org:top_members/employees
klue-re-v1_train_18760	[SUBJ-ORG] 기술보증기금 [/SUBJ-ORG](이사장 [OBJ-PER] 정윤모 [/OBJ-PER], 이하 기보)은 지난 18일부터 20일까지(이상 현지시각) 미국 워싱턴 D.C 세계은행 본사에서 열린 ‘한국혁신주간(Korea Innovation Week)’에 참석해 세계은행 임직원을 대상으로 기보의 기술평가 노하우를 전파했다고 밝혔다.	org:top_members/employees
klue-re-v1_train_23134	[OBJ-ORG] 청 제국 [/OBJ-ORG]의 [SUBJ-PER] 숭덕제 [/SUBJ-PER]가 명나라를 공격하기 이전에 배후의 안전을 확보할 목적으로 조선을 침공하였고, 인조와 조정이 남한산성에서 항전하였으나 청의 포위로 인한 굶주림과 추위, 왕실이 피난한 강화도의 함락, 남한산성의 포위를 풀기 위한 근왕병의 작전 실패 등으로 말미암아 항복하였다.	per:origin
klue-re-v1_train_03363	[OBJ-PER] 김인규 [/OBJ-PER] [SUBJ-ORG] 하이트진로 [/SUBJ-ORG] 대표는 “코로나19 사태로 급격히 악회된 소비 경제로 전국의 많은 소상공인들이 영업에 어려움을 겪고 있어, 조금이나마 도움을 드리고자 착한 임대인 운동에 동참하게 됐다”며 “하이트진로는 코로나19로 인해 고통받는 지역사회, 소상공인들과 함께 어려움을 이겨낼 수 있도록 다각적인 지원을 아끼지 않을 것”이라고 말했다.	org:top_members/employees
klue-re-v1_train_20275	[SUBJ-PER] 서태지 [/SUBJ-PER]는 1972년생, [OBJ-PER] 이은성 [/OBJ-PER]은 1988년생이다.	no_relation
klue-re-v1_train_16180	[OBJ-DAT] 2020 [/OBJ-DAT]시즌을 앞두고 [SUBJ-ORG] 울산시민축구단 [/SUBJ-ORG]은 K4리그에 참여하게 되었다.	no_relation
klue-re-v1_train_27838	하지만 [OBJ-DAT] 선덕제 [/OBJ-DAT] 이후로 점차 동전으로 납부하는 것이 허용되다가, [SUBJ-PER] 정통제 [/SUBJ-PER] 이후로는 은으로 납부하는 것도 허용되게 된다.	no_relation
